lemma	pos	semantic_tags
uvádět	V	Q2.2 S7.1-
uložit	V	M2 Q2.1 Q2.2 A1.1.1
svěřit	V	Q2.2/A10+
proboha	I	S9m Z4
patrně	T	A7+
převzít	V	A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 A2.1+ P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@
nadechnout	V	B1 N5-@
podniknout	V	A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 A2.1+ P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@
přežití	N	A3+/T2++ L1+
samostatný	A	Z1mf
demonstrace	N	G1.2 A10+
kožený	A	O1.1 O2
dráha	N	M3 M1 X4.2
psaní	N	Q1.2 I2.1
postarat	V	S8+ G1.1/S8+ B3 A1.3 E6-
mistr	N	S7.1+/S2.2m X9.1+/S2.2m P1/S2.2m P1 C1/S2.2m S9/S2.2m
tančit	V	K1
příprava	N	A1.1.1
intelektuální	A	X2 X2.1
uspět	V	X9.2+ N4
organismus	N	L2
vedoucí	A	S7.1+ A2.2 M2 A1.1.1
pozorně	D	A1.3+
Dánsko	N	Z2 Z1mf Z3c
omluvit	V	Q2.2/S1.2.4+
úžas	N	X2.6-
značně	D	A13.3
vyslat	V	M2 A2.2
boom	N	N5++ I2.1/N5++ X3.2 O2
Guardian	N	Z3c
pozorování	N	X3.4 Q2.1
povšimnout	V	X3.4+ A11.2+ Q2.2 X2.2+ S1.2.4+ G2.1
Laura	N	Z1f
kategorie	N	A4.1
opatrný	A	A1.3+ E6-
Amerika	N	Z2
Paris	N	Z2 Z1f
ovlivnit	V	A2.2 A2.1+
směšný	A	S1.2.6-
ukrajinský	A	Z2 Z2/Q3
procházka	N	M1
zajišťovat	V	A9- S6+
hřích	N	G2.2-/S9 G2.2-
postrádat	V	A9-
styk	N	S1.1.1 S2mf Q2.2 O3
Istanbul	N	Z2
anděl	N	S9mf O4.2+/S2mf
šílený	A	B2-/X1 S1.2.6- X5.2+ E4.1+
zotavení	N	B2+ A5.1+/A2.1 A9+
uniforma	N	B5
chudý	N	I1.1- A5.1- N5- E4.1- X9.1-
provádět	V	A1.1.1 G2.2- X9.2+ E3- N5+ G2.1% Z5
holčička	N	S2.1f L2f@
vejce	N	L2 F1
skříň	N	H5
lisabonský	A	Z2
vydechnout	V	Q2.1 Z4%
sluha	N	S7.1-/S2mf
Cambridge	N	Z2
zrak	N	B1 X3.4
kopie	N	A5.4- Q4.1 Q4.2 Q1.2
školství	N	P1 X2.3+
Libanon	N	Z2
hluk	N	X3.2
hrdý	A	E4.2+/S1.2 S1.2.3+
nařídit	V	S7.1+/Q2.2 I2.2/Q2.2
stavba	N	H1 A1.1.1 A5.1+/A2.1 N3.2+/A2.1
speciální	A	A4.2+ A6.2-
tvorba	N	A1.1.1 A2.2
obejít	V	Z5
přesvědčivý	A	A7+
gravitace	N	N3 A11.1+
činitel	N	G1.1/S2mf S7.1+/S2mf
nacionalismus	N	G1.2/M7
invaze	N	G3 X7- N5+
skládat	V	A1.8+
div	N	X2.6- A5.1+
zamknout	V	A1.7+
nutnost	N	S6+
blízkost	N	Z5
otáčet	V	M2 M1 O4.4 A1.1.1 A2.1+ O4.2-
smutek	N	E4.1-
regulační	A	A1.7-/G1.1
status	N	S7.1 A4.1 A11.1
vyrůst	V	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4
nárůst	N	N5+/A2.1
bydlení	N	H1
Maďarsko	N	Z2 Z3c
knížka	N	Q4.1 Q1.2 K5.1/I1
Andrea	N	Z1f
bankrot	N	I1.2+ A5.1-
obývací	A	H4 L1+ A3
kritik	N	Q2.2/S2mf
expanze	N	N3.2+/A2.1 A4.2-/A2.1
krach	N	A1.1.2 X3.2 I2.1/X9.2- Y2 B3%
zavázat	V	A1.1.1 X5.2+ A7+ M2
obrazovka	N	Y2 Q4.3 H5 A10-
prostitutka	N	S3.2+/I3.1/S2mf G2.2-/S2mf
kanál	N	W3/M4 X4.2 Q4.3 Q1.3 O2
tamní	A	Z8
podnikatel	N	I2.1/S2mf
napříč	R	Z5
zápěstí	N	B1
potrava	N	F1
telefonní	A	Q1.3
zrušit	V	T2-
lůžko	N	H5 H3/L3
obranný	A	S8+ G3 G2.1c Q2.2 K5.1 S7.3+ P1
úzkost	N	E6-
využití	N	A1.5.1
tušení	N	X4.1 X7+
španělsko	N	Z2
plnit	V	N5.1+ I3.1 Q1.2@
zranitelný	A	S1.2.5-
technologický	A	Y1
únik	N	A1.9
myš	N	L2mfn Y2 S1.2.3-/S2mf
pravdivý	A	A5.2+ A5.4+
dovednost	N	X9.1+
Henry	N	Z1mf
obdivovat	V	S7.2+ E2+
školní	A	P1/H1c S5+c L2%c
vojsko	N	G3/S5+c G3/S2mf S5+c
taxík	N	M3fn
zklamání	N	E4.2-
pošta	N	Q1.2
populární	A	E2+ S5+
dovolená	N	K1/T1.3
sladký	A	X3.1 O4.2+
konvenční	A	A6.2+
hrad	N	H1
pozvednout	V	M2 N5+/A2.1 A5.1+/A2.1 X3.2++ A9+ A1.1.1 A2.2 S1.1.1 F4 Q2.2 S4
stráž	N	A15+/I3.2/S2mf O2/A15+
statek	N	A5.1+ G2.2+ A1.5.2+
svítit	V	W2 O4.2+ E4.1+ X9.1+ B4 W4/A5.1+
zásuvka	N	H5 I1.1/S2mf C1/S2mf
selhat	V	X9.2- A5.1-/A2.1
varování	N	X2.2+/A15- A1.3+
mez	N	N5.1 A1.7+ M7
kříž	N	O4.4 S9/O2 A2.1+mfn G2.1/O2%
záhada	N	X2.2- X2.5- A6.2-
jemně	D	E3+
zabrat	V	A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 A2.1+ P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@
upřímný	A	A5.4+
barevný	A	O4.3 A2.1+
Charles	N	Z1m
uživatel	N	A1.5.1/S2mf
ochota	N	X7+ X5.2+
úmrtí	N	L1-
hubený	A	N3.7- B1 O4.5 N5- A5.1- X3.2%
definice	N	Q2.2 O4.1
seržant	N	Z1mf
zóna	N	M7 W3 T1.1 O4.4
švýcarský	A	Z2 Z2/S2mfnc
ostře	D	O4.4 A10+ X9.1+ N3.8+ E3-
obor	N	F4 W3 M7 K5.1/M7 G3@ A4.1
Robin	N	Z1mf
krysa	N	L2mfn G2.2-/S2mf Q2.2
nestabilita	N	A2.1+
hráč	N	K6/S2mf K5.2/S2mf K2/S2mf S1.1.3+/S2mf K4/S2mf K3
někdejší	A	T2- N4
kolej	N	M3 O2 K3 A4.1 X4.1 K5.1/M7
plánovat	V	X7+
nervózní	A	E6-
rostlina	N	L3 I4/H1c O2 A10-/S2mf
uskutečnit	V	M2 A9+ Q4 S7.4+ B1% B2-%
kontrolovat	V	S7.1+ A1.7+
matematický	A	N2
rozšířený	A	N5.1+ N3.6+/A2.1
vyprávění	N	Q2.1 X4.1 Q4
ujišťovat	V	A7+ Q2.2
socha	N	C1
zadržet	V	M2 A1.1.1 A9+ X2.1 S7.1+/A1.7+
čistě	D	A14
náznak	N	Q2.2 N5-
transformace	N	A2.1+
mořský	A	W3/M4
hele	I	Z4
Philip	N	Z1m
ovlivňovat	V	A2.1+ A5.4-/A8
naživu	D	L1+ X5.2+
Thomas	N	Z1mf
zdánlivě	D	A8
upadnout	V	M1 N5-/A2.1 S7.1- L1- A1.8+ G2.2- X9.2- K5.2
příspěvek	N	A9- A2.2 S1.1.3+
neschopnost	N	A1.9 A6.2+
dopoledne	D	T1.3
poklad	N	I1.1+++ O2/C1/I1.3+++ A11.1+++ A5.1+++/S2mf
použití	N	A1.5.1
celkem	D	A13.5 A13.6 A13.2
zvyknout	V	A1.5.1 S7.1+
Kateřina	N	Z1f
maličký	A	N3.2-
umělý	A	A5.4-
pracovník	N	I3.1/S2mf
pomocí	R	A1.5.1 S7.1+
kdepak	D	M6
portrét	N	C1 Q2.1
pobídka	N	X5.2+
zlomit	V	A1.1.2 A1.1.1 A1.9 S5- T2- E4.1-/A2.2 A2.1+ T1.3 Q2.1@
masový	A	N5+
zhoršit	V	A5.1- G2.2- O4.2- B2-
ranní	A	T1.3
soubor	N	N5 N2 K4 O4.1 O3 S5+c O4.5 K5.1%
vybírat	V	X7+
umělecký	A	C1 X9.1+
centimetr	N	N3.7
projevovat	V	A10+ S1.1.1
radit	V	Q2.2/S8+ Q2.1/X2.2+
délka	N	N3.7 T1.3 M4
taška	N	B5 O2 B1
Claire	N	Z1f
podstatně	D	A11.1+
narozeniny	N	T1.2/T3
koncentrace	N	X5.1+ N5+ I2.2% O1.2
částka	N	N5
rakouský	A	Z2
báječný	A	A5.1+
tucet	N	N5
cestovat	V	M1
ústav	N	S5+c S7.1+ H1c S1.1.1 T2+
nákladný	A	I1.3+
vložit	V	M2 Q2.1 Q2.2 A1.1.1
zaklepat	V	X3.2 A1.1.1 E3- Q2.2 S3.2@
vybavit	V	X2.2+
vypít	V	F2/B1
akceptovat	V	A9+ X2.5+ S1.2.1+ S7.4+
bejt	V	A3+ Z5
peklo	N	S9 O4.2- E3- G2.2-
venkov	N	G1.1c W3 F4/M7
selhání	N	X9.2- A5.1-/A2.1
slepý	A	X3.4-/B2-
půjčovat	V	A9+
zdůraznit	V	A11.1+
symetrie	N	A6.1+
Reggie	X	Z1m
independent	N	Z3c
chybit	V	A9-
otvor	N	O2 H4/L2 M7/O4.2- X2.1/A5.1- N5- K5.2
obtěžovat	V	E6- A1.1.1 E3-
nasadit	V	M2 Q2.1 Q2.2 A1.1.1
čtení	N	Q3 Q1.2 X3.2+ X2.5+ A10+ G2.1
přístroj	N	O2 K2 X4.2 B3 Y1
reprezentace	N	G1.1 C1 Q1.1 G2.1 K4
zveřejnit	V	Q4
farma	N	F4/M7
Curtis	N	Z1m
konkurenceschopnost	N	S7.3+
kamera	N	C1 Q4.3
interpretace	N	X2.5+ K2 Q3
předložit	V	A9- A2.2 Q2.2 S1.1.3+ Q4.3 O4.1 K4
ledový	A	O1.1
lesklý	A	O4.2+
skromný	A	N3.2- S1.2.3-
skleněný	A	O1.1 O2
podávat	V	A9-
jedinečný	A	N5---
úpadek	N	N5-/A2.1
jizva	N	B2- A1.1.2 E4.1-
směnný	A	A9/S1.1.2+ Q2.1/E3- G3 M1/S1.1.2+ I2.2/H1 Q1.3/H1
rovnice	N	N2
vydělat	V	A9+/I1 S1.1.4+
výborně	D	A5.1+ G2.2+ O4.2+ A1.5.2+ N3.2+
vtip	N	E4.1+ S1.2.6-
vyplývat	V	Q1.1
nerv	N	B1 E5+ S1.2.3+
víkend	N	T1.3
takřka	D	A13.4
zakrýt	V	A10- M1 N3.6 S8+ I1.1 A1.8+ N5 Q2.1 A1.1.1
sekretářka	N	I3.2/S2mf S7.1+/S2mf
zářit	V	W2 O4.2+ E4.1+ X9.1+ B4 W4/A5.1+
uznání	N	X2.2+ X2.5+ S7.4+ G2.1+ S1.1.1
úder	N	S8- A1.1.1 E3- E4.1- B1 W4
pátrat	V	X2.4
libra	N	I1 N3.5
krvavý	A	Z4 B1
proměna	N	A2.1+
pult	N	H5/I2.2 H5 N2/O2
snést	V	M2 E2+ A8 A9+ A1.1.1 M6 B1@
překročit	V	M1 M6 S8- A1.8+ A6.3+ F4/L2 O4.4 Q1.2 E3- S1.1.1 S9@
nejenže	T	A14
ovce	N	L2mfnc
tvrdě	D	O4.1 X8+ X5.2+ N5+ A12-
tabulka	N	H5 Q1.2 N2
usednout	V	M8 C1 P1 G1.1 G2.1 M6 A9+
přísahat	V	Q2.2/S1.2.4- Q2.2
suverénní	A	S7.1+
svědomí	N	X2.1/G2.2
porazit	V	X9.2+/G3 X9.2+/S7.3 A12-
raketa	N	G3
fyzik	N	Y1/S2mf
tunel	N	O2 M7
překvapivý	A	X2.6- A6.2-
únava	N	B2- O4.1
pomyslit	V	X2.1
odvětit	V	Q2.1 Z4%
doslova	D	A13.2 Q3
objekt	N	O2 X7+
sázka	N	I1/A1.4 S1.1.2+ O2
složit	V	A1.1.1 T2-
uzavřený	A	A10- T2-
upřeně	D	X3.4
břemeno	N	A12- O2
důraz	N	A11.1+
potřást	V	M2 M1 E4.1- E5- A2.1+ A6.1+
starosta	N	G1.1/S7.1+/S2mf
nečekaný	A	X2.6-
zakládat	V	T2+ M6 A2.2
podotknout	V	Q2.1 Z4%
dlouhodobý	A	N3.7+ T1.3+ N3.3+ N3.2+
opilý	A	F2++
výstup	N	N5 Y2 X9.2+ Q4
historik	N	P1/T1.1.1/S2mf
veřejně	D	A10+
lovec	N	K5.1/S2mf L2mfn O2
zábava	N	E4.1+
šílenství	N	B2-/X1 S1.2.6- X5.2+
zřídka	D	N6-
poselství	N	Q1.1 Q1.3/Y2
poukazovat	V	A10+ M6 H1
navždy	D	T2+++ N6+++
kolaps	N	A1.1.2 B2- N3.2-/A2.1
zavazadlo	N	B5
příchod	N	M1 T2-
dodnes	D	T2++ Z4 E3+
pití	N	F2
denní	A	W2 T1.3
poplatník	N	I1.1/S2mf
vyběhnout	V	M1/N3.8+ G1.2 G2.1- X3.3 S7.1+ A1.1.1 T2++ M3 S4 A6.3+ K4
koule	N	O2/O4.4 K5.1 B1 K1
inteligentní	A	X9.1+ S1.2.6+
povolit	V	S7.4+ S8+ X2.1
sval	N	B1 S1.2.5+/S2mf
kov	N	O1.1 K2
vsadit	V	I1/A1.4 X2.6+
pramen	N	T2+ Q1.1 X2.2 W3/M4
relativní	A	A13 A6
předek	N	S4/T1.1.1 N4
výrobek	N	O2 A1.1.1 A2.2 N2%
spis	N	O2/Q1.2 O2 Y2 S5+/N4
export	N	I2.2/M2
slovník	N	Q4.1
hlasitý	A	X3.2+ O4.3
pozemek	N	W3 M7
výrobní	A	A1.1.1 A10+ K4 K3 Q4.3
hořet	V	O4.6+ E1 A1.5.1
vítěz	N	X9.2+/S7.3/S2mf X9.2+/G3/S2mf
dočasný	A	T1.3
manažer	N	S7.1+/S2mf K1/S7.1+/S2mf K5/S7.1+/S2mf
ohlásit	V	Q2.2
minout	V	M1 A9- M2 K5.1 T1.3 T2- X9.2+ N5.2+ S7.4+ A5.4+/A8
posilovat	V	S1.2.5+/A2.1 O4.1/A2.1
zacházet	V	S1.1.1 A9- X4.2 X2.1 B3 A1.1.1
nově	D	T3-
diktatura	N	S7.1+
nehet	N	O2 B1
žijící	A	H4 L1+ A3
zklamat	V	E4.2-
malíř	N	C1/S2mf
měření	N	N3.1
bilance	N	B5 O2 Q1.2 N5
vzápětí	D	N4 Z5 T1.2
řetěz	N	S5+/I2.1c O2 N4 B5 S7.1
půjčit	V	A9+
série	N	N4c Q4.3c
dosahovat	V	M1 N3.3 Q2.1 X9.2+
rozloučit	V	S1.1.1
ahoj	T	Z4
věčný	A	T2+++
napůl	D	N1 A13.4
sloup	N	O2 S5+c Q4.2
dovoz	N	I2.2/M2 A11.1+ Q1.1
úspěšně	D	X9.2+
aktér	N	K4/S2.2m A1.1.1/S2mf@
zopakovat	V	N6+ Q2.1/N6+ F1/B1@
Percy	N	Z1mf
detektiv	N	G2.1/S2mf
zvědavost	N	X5.2+
paluba	N	M3 M4 K3 K5.2
snímek	N	C1 Q4.3 X4.1
cvičení	N	K5.1 P1 A1.1.1 G3@
míjet	V	M1 A9- M2 K5.1 T1.3 T2- X9.2+ N5.2+ S7.4+ A5.4+/A8
Al	N	Z1m
palác	N	H1/S7.1+
protestovat	V	Q2.2 A10+ G1.2
získávat	V	A9+ N5+/A2.1
moudrost	N	X2.2+ S1.2.6+ A6.2+
zavraždit	V	L1-
váhat	V	A7-
obvinit	V	Q2.2 G2.1
parkoviště	N	M8
věrný	A	S6+ A5.2+ S9
koště	N	B4/O2
funkční	A	Q3 T1.3 S6+
Alice	N	Z1f
čarodějka	N	S9/S2.1f O4.2-/S2.1f
předpověď	N	Q2.2/T1.1.3 X2.6+
dodatečný	A	N5++
výška	N	N3.7 N5.1+ S7.1+
novinka	N	X2.2+/T3- X2.2+/Q4.2 X2.2+/Q4.3
oxid	N	O1.1 Q1.2@
komplikovaný	A	A12-
rádio	N	Q4.3 Q1.3
čert	N	S9 O4.2- E3- G2.2-
jeskyně	N	W3
deska	N	Q1.2 K3 T1.1.1 A5.1+++
pondělí	N	T1.3
vila	N	H1
výbuch	N	A1.1.1 E3- N5+/A2.1 G3
rozhodující	A	A11.1+ X6+
dobrodružství	N	X8+ X5.2+ A15-
hladký	A	O4.5
motiv	N	A2.2
ideologický	A	X4.1
odkaz	N	A9+/I1.1 A9+/S1.1.1
propad	N	N5-/A2.1
Einstein	N	Z1mf
odhodlání	N	X6+ A2.2 A7+
hospoda	N	F2/H1
vyrábět	V	A2.2 A1.1.1 A10+ K4 K3 Q4.3 F4
konstatovat	V	Q2.1 Z4%
kyslík	N	O1.3
původně	D	T1.1.1
řecko	N	Z2
určovat	V	A2.2 A7+ X6+
inženýr	N	Y1/I3.2/S2mf
rukopis	N	Q1.2
Isabela	N	Z1f
zkrátka	D	T1.3- N3.7- N3.3- N5- S1.2.4- N3.8+@ F1%
porozumění	N	X2.5+
závěs	N	H5
čaroděj	N	S9/S2.2m X9.1+/S2mf
poradce	N	S8+/S2mf
policajt	N	A9+
zahledět	V	A8 X3.4 X2.4 X7+ Z4
rukavice	N	B5 O2
hřbitov	N	M7/L1-
zdvihnout	V	M2 N5+/A2.1 A5.1+/A2.1 X3.2++ A9+ A1.1.1 A2.2 S1.1.1 F4 Q2.2 S4
Gavin	N	Z1m
hůl	N	O2 B5 Q2.2
výkonný	A	S7.1+
ohrožení	N	E3-/Q2.2 A15- X2.6+/O4.2- A7+
okupace	N	I3.1 A1.1.1 G3 H4
ovoce	N	F1 X9.2+
revoluční	A	T3---
Rakousko	N	Z2 Z1
prohlašovat	V	Q2.1 Z4%
doprovázet	V	S3.1 K2 T1.1.2
střílet	V	G3 K5.1 M1 M2 Q4.3 Q1.2
zjevný	A	A11.2+
směřovat	V	S7.1+ K5.1 M1 N5 A2.1+ A11.1+ Q1.2 T1.1.3
předvídat	V	X2.6+
křik	N	E4.1- Q2.2
vlast	N	G1.1c W3 F4/M7
pronásledovat	V	A1.1.1 X8+ X2.4 M1
mizet	V	A10- M1 A3-
nervózně	D	E6-
pohodlný	A	O4.2+
zavěsit	V	M2 M1 M8 G2.1 S7.1-
rozvíjet	V	A2.1+ T2+ A5.1+/A2.1 N3.2+/A2.1 H1 A9+ C1
papež	N	S7.1+/S9m
absurdní	A	S1.2.6-
objem	N	N3.4 N5 Q4.1 Q4.2 X3.2
terasa	N	H1 F4 K5.1/H2
pláč	N	E4.1- Q2.2
sklouznout	V	M1 A9- A2.1+ A5.1-/A2.1
uhlík	N	O1.1 Q1.2@
podobnost	N	A6.1+
vlastnictví	N	A9+ H1/H3 O4.1
pohlížet	V	X2.1 X3.4 X2.4
nastoupit	V	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-
potomek	N	S4mfn
stoupenec	N	S8+/S2mf K5.1/S2mf Q1.1%
návštěvník	N	S1.1.1/S2mf M1/S2mf
pořádně	D	A5.3+ S1.2.4+ A13.3
soukromí	N	A10-
naléhavě	D	A11.1+
cela	N	B1 G2.1/H2 S9/H2 S5+c O3
předák	N	S7.1+/S2mf A5.1+++/S2mf Q4.2 G2.1/S2mf
snesitelný	A	O4.2-
mezera	N	N3.3 T1.3 A6.1- A9-
minimální	A	N5---
plavat	V	M4 M1 N5.2+
namířit	V	A10+ M6 H1
perspektiva	N	X4.1 C1
teoretický	A	A1.6
pára	N	O1.3
týkající	A	Z5
vládce	N	S7.1+/S2mf O2
ráj	N	S9 M7/A5.1+++
pohlaví	N	S2 S3.2
zatracený	A	Z4
uhličitý	A	O1
případně	D	Z5
odhodit	V	M2 A2.2 Q2.2 A1.1.1 X2.5-
prádlo	N	B5
citovat	V	Q2.2 I1.3
turista	N	M1/S2mf
linka	N	O4.4 A4.1 Q1.3 X4.2 Q3 Q1.2 Q2.1/K4 S4 S7.1 A1.7+ A6.1- I3.1 M4@c G3@ K5.1@
blízko	R	Z5
liberalizace	N	A1.7-
mobilní	A	M1/N3.8+ A2.1+
zamávat	V	Q1.1 M2 M1
informační	A	X2.2+
maďarský	A	Z2 Z2/Q3
žádoucí	A	O4.2+ X7+
kompetence	N	X9.1
zdvořile	D	S1.2.4+
podílet	V	S1.1.3+
guvernér	N	S7.1+/S2mf G1.1/S2mf O2%
mandát	N	S7.1+ M7@
sláva	N	X2.2+ S7.2+ O4.2+
Bukurešť	N	Z2
mrzet	V	Z4 E4.1- O4.2-
chromozom	N	B1
chlápek	N	S2.2m O2
pomyšlení	N	X4.1
okamžitý	A	N3.8+ T1.1.2/A11.1+ N4 N3.3- S4
pozdravit	V	Q2.2/S1.2.4+ E1 X3
přestěhovat	V	M2 M1 A2.1+ E1 H4/A2.1
vydávat	V	A9-
urazit	V	S1.2.4- G2.1-
schůze	N	S1.1.3+ S3.1 K5.1 S9 A1.1.1 X9.2+ A6.1+
pauza	N	T2-/T1.3
zato	J	Z5
disciplína	N	G2.1 A1.7+ P1
Michael	N	Z1m
prožít	V	H4 L1+ A3
měsíční	A	W2/W1
pouto	N	S5+ I1.1 A1.7+
zavírat	V	A1.1.1 A10- T2-
veranda	N	H2
otvírat	V	A10+ T2+
madam	N	S2.1f
ručník	N	B5
námitka	N	E2-
zmírnit	V	A5.1+/A2.1 N5-/A2.1
svírat	V	A1.7+
obtíž	N	A12-
měřit	V	N3.1
žák	N	P1/S2mf G2.1/S2mf B1
alternativní	A	A6.1- N6
oslabit	V	S7.1-/A2.1 I1.1-/A2.1 S1.2.5-/A2.1 O4.1/A2.1 A5.1-/A2.1
racionální	A	S1.2.6+
znepokojivý	A	E6-
kulatý	A	N5 K5.1 M1 F2 B3 F1 K2% G3%
herec	N	K4/S2.2m A1.1.1/S2mf@
přísně	D	S1.2.5+ A1.7+ A14
vyzývat	V	Q2.2 S1.1.1 Q1.3 S9%
molekula	N	O1
obnova	N	A2.1+ C1 A9-
slon	N	L2mfn
gravitační	A	N3
klika	N	O2
zdravotnický	A	B2 X9.2
Cameron	N	Z1mf
extrémní	A	N5.1+++ N5.2+ S1.2.6- A12- N3.3+++
kapka	N	O1.2/N5 N5-/A2.1 N5- B3 N3.3 F1
vzorek	N	A4.1 B3 X7+
teda	D	Q1.1 X7+
ušklíbnout	V	Q2.1 Z4%
vzpamatovat	V	B2+ A5.1+/A2.1 A9+
zdržet	V	M8 T2++ H4
dynamika	N	X4.2 M1 Y1
posunout	V	M2 M1 A2.1+ E1 H4/A2.1
prohodit	V	Q2.1 Z4%
údiv	N	X2.6-
legitimní	A	G2.2+
upustit	V	M2 M1 N5-/A2.1 O1.2/M1 B2- T2- A9- A1.8- X9.2-/K5 X3.2
podvod	N	G2.1- G2.2-
vyřídit	V	Q2.2 Q2.1 X3 A10+
Kodaň	N	Z2
leč	J	Z5
vládnoucí	A	S7.1+ Q1.2 X6+
legální	A	G2.1-
jasně	T	A7+ Z4
Agnes	N	Z1f
potlačit	V	S7.4- A10-
obec	N	S5+c
vlk	N	L2mfn
sukně	N	B5 O2@ S2.1@f
zvýšený	A	N5+/A2.1
utrácet	V	I1.2 A1.5.1 T1.3
zloděj	N	G2.1-/S2mf
identifikovat	V	X2.2+ A10+ X2.5+
stupnice	N	N3.2 N4 A4.1 K2 L2 O2 I1.1/I3.1 O1.1 N3.1
pěkně	D	A13.5
pasus	N	B1 B5
porušit	V	A1.1.2 A1.1.1 A1.9 S5- T2- E4.1-/A2.2 A2.1+ T1.3 Q2.1@
zemědělec	N	F4/S2mf
bedna	N	O2 O4.4 Q4.3 G2.1 H2 K5.1 B5/K5.1@ A4.1@
inspektor	N	G2.1/S2mf G1.1/S2mf
přejet	V	M1/N3.8+ G1.2 G2.1- X3.3 S7.1+ A1.1.1 T2++ M3 S4 A6.3+ K4
dvojí	C	N5+
ambice	N	X7+
pracující	A	I3.1/S2mf
opouštět	V	M1 M2 A1.1.1 A1.9 A9- T2-
povést	V	S7.1+ A2.2 M2 A1.1.1
odpůrce	N	S7.3/S2mf
odtáhnout	V	M2 A9+ M1
odporný	A	O4.2-
Morris	N	Z1mf
opice	N	L2mfn G2.2-/S2mf
takovýto	P	Z5 Z8
profesionální	A	I3.2+ I3.1 X9.1+ A5.1+
vzor	N	O2/A5.4- A4.1 X4.2 A5.1+++ C1/S2mf B5/I3.2/S2mf
shodnout	V	A6.1+ Q2.2
vodní	A	O1.2 W3/M4 B1 C1%
efektivita	N	X9.1+/I3.2 N3.8+ A1.5.2+
obviňovat	V	Q2.2 G2.1
smířit	V	A9+ X2.5+ S1.2.1+ S7.4+
čím	D	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4
maska	N	O2 B5 B1/L2%
prase	N	L2mf O4.2-/S2mf A12-
kuchyňský	A	F1/H2
házet	V	M2 A2.2 Q2.2 A1.1.1 X2.5-
Rom	N	Z2 Z2/S2mf Z1f
vzrůst	V	M1 N5+/A2.1 N3.2+/A2.1 S7.1+/A2.1 N3.7+/A2.1
středa	N	T1.3
království	N	G1.1 M7/S7.1+ A4.1/L2
přizpůsobit	V	A2.1+
Johnny	N	Z1m
výkonnost	N	K4 X9.2 A1.1.1 A12-
šťastně	D	E4.1+ E4.2+
smělý	A	O4.1 E5+
vyžádat	V	X7+ S6+
literární	A	Q4.1
fantazie	N	A5.2-
Bulharsko	N	Z2
termín	N	Q3 T1.3 S6+
zazvonit	V	Q1.3 X3.2 A8 O4.4
hýbat	V	M2 M1 A2.1+ E1 H4/A2.1
pyšný	A	E4.2+/S1.2 S1.2.3+
odraz	N	X3.4 Y1/M2 A2.2/A10+ X2.1
oblouk	N	O4.4
předpovídat	V	Q2.2/T1.1.3 X2.6+
mládě	N	L2mfn K1/S2.2m
šíření	N	F1 N3.6 N3.3 N5+/A2.1 A6.3+ Q4.2
kavárna	N	F1/H1
ron	N	Z1m
vyjet	V	K5.1/L2 M1
Jan	N	T1.3
restrukturalizace	N	S7.1/A2.1
světlý	A	W2 O4.3 N3.5- N5- N3.2- A12+ X3.2- F1 A11.1- O4.2+
nadměrný	A	N5.2+
důležitost	N	A11.1+
zločinec	N	G2.1-/S2mf
zvědavý	A	X5.2+ A6.2-
marka	N	Z1m S9/O1.2
vytrhnout	V	A9+/N3.8+
odvětví	N	I4c I2.1c
zákonný	A	G2.1-
hypotéka	N	I1.2/H1
stavit	V	S8-/E2- A6.1-
sklenka	N	O1.1 O2
malovat	V	C1 Q2.2
náročný	A	A12-
pociťovat	V	X2.1 E1 X3
Vídeň	N	Z2
obnovitelný	A	T3-/A2.1
sklep	N	H2 O2 F2
Beck	N	Z1f
hájit	V	S8+ G3 G2.1c Q2.2 K5.1 S7.3+
ač	J	Z5
spodní	A	N3.7- N5- A5.1- A11.1- E4.1- X3.2- G2.2- S7.1-
dědictví	N	A9+/I1.1 A9+/S1.1.1
oblečený	A	B5 F1 B3 O4.1
doposud	D	A13.3 N3.3+ X9.2+
uspokojení	N	E4.2+
okolní	A	M6 A1.8+ A10- G3
sova	N	L2mfn
květ	N	L3
Harriet	N	Z1f
tuna	N	N3.5 N5+
vyděsit	V	E5-
vyspat	V	B1 H4/N5
líbat	V	S3.2
oženit	V	S4 A2.2
ulevit	V	A1.7- A9- S8+ G3 B3%
otázat	V	Q2.2
děcko	N	S2mf/T3- S4mf
sílící	A	N3.2+/A2.1 A2.1+ A5.1+/A2.1 F4
schovávat	V	A10-
mise	N	X7+ G3 S9 S9/H1
výpočet	N	N2 X2.4
horko	N	O4.6+ E1 A1.1.1 S7.3
Maria	N	Z1f
Blair	N	Z1
internetový	A	Y2
zpěv	N	K2
vznášet	V	M1
sbírat	V	A9+
domluvit	V	A6.1+ Q2.2
