mwe_template	semantic_tags
砰地_noun 关上_verb	A1.1.1 Q2.2
砰地_noun 撞到_verb	E3- X3.2 B1
砰地_noun 落_verb 下来_verb	M2 T2- I2.2/I1.3- S3.1- Y2 M7/O4.2- N5 Y2%
砰然_adv 一声_adv	B5 E3-
砰然_adv 地响_verb	G2.1 S7.1+
砰然_adv 放下_verb	E3- M2
砰然_adv 爆开_verb	O2 Q1.2 Q2.1 Q4.2
砰然_adv 的_part 一_num 击_noun	G1.2
砰然_adv 而_part 击_verb	A1.1.1 X3.2 S3.2/B1
砰砰_noun 碰碰_verb 的_part 轰声_noun	A1.1.2 X3.2 I2.1/X9.2- Y2 B3% M1 N5-/A2.1 B1@
破_verb 核桃_noun 的_part 挟子_noun	O2 O4.2+/S2.1f A5.1+ F1
破产_verb 宣告_verb	X6 G2.1
破坏_noun 分子_noun	G2.1- G2.1-/S2mf
破坏_noun 活动_noun	A1.1.2 S8-
破坏_verb 名誉_noun	G2.1-/Q2.2 Q2.2/A5.2- Q2.2/A5.1- G2.2- Q2.2/G2.1-
破坏_verb 性的_noun	A1.1.2 I1.3+++ G2.1- G2.1-/S2mf
破坏_verb 痕迹_noun	A1.1.2
破坏_verb 的_part 残迹_noun	A1.1.2
破坏_verb 罢工_noun 的_part 工人_noun	I4/S2mf
破坏_verb 罢工_noun 的_part 指导_noun 人_noun	G2.2+ S7.1+ O4.2+
破坏_verb 阻织_noun	O4.2-
破旧_verb 的_part 无趣_adj	G2.1/H1 N3.2- A1.7+ N3.8-
破旧_verb 的_part 船_noun	O2/L1-
破旧_verb 飞机_noun	A1.1.1 O2 M3fn M4fn M5fn
破浪_verb 前进_verb	A1.1.2 M2 E3- G2.2- N5-/A2.1 O2/F4 O4.2-
破烂_adj 的_part 东西_noun	A5.1- X7-/O2
破烂_adj 的_part 垃圾_noun	A5.1-
破裂_verb 音_noun	A15- N3.2+/A2.1 G3/O1.1
砾岩_noun 性的_noun	S5+ N5+ S5+c
硬_adj 土层_noun	O2 Q4.3/M1 Q2.2
硬_adj 行_noun 推销_verb	I2.2 Q1.1/I2.2
硬_adj 装聪明_noun 的_part 傻瓜_noun	L2mfn
硬_adv 式_noun	A1.7+ A2.1- O4.5
硬_adv 装_verb 内行_adj	X2.2+ S3.2/B1%
硬_adv 迫_verb	E3-
硬件_noun 进程_noun 控制_verb 块_noun	O3
硬化_noun 成分_noun	O1
硬化_verb 防止剂_noun	O1 B3
硬固燃料_adv 煤屑_verb 做_verb	O1.1
硬块_noun 状物_noun	F1 I1.1 O4.1
硬强地_noun 拉出_verb	O2
硬的_adv 外皮_noun	A1.1.1 O1.1 F1
硬要_adv 人家_noun 领情_verb 的_part 态度_noun	E2-
确_adv 言_verb	Q2.1 Q2.2 A10+ G1.2
确定_verb 数字_noun	N1 N5 Q1.3 K2 Q4.2
确定_verb 汇率_noun	A5.1 N3.8 N5 I1.3
确实_verb 地_part	A13.4 G2.2+ A15+ A5.1+ A5.3+ A5.2+ X2.2 A5.4+ A7+ A13.3 S1.2.5+ S8+ O3 A7+++ A1.7+ A14
确实_verb 的_part 事情_noun	A7+
确有_verb 其事_noun	A5.4+
确认_verb 书_noun	A7+ Q2.2 S9@
碎_verb 散_verb	A6.1-
碎_verb 木片_noun	O2 S5-
碎_verb 波_noun	W3/M4 A1.1.2/O2 K1/S2mf K5.1/S2mf O3
碎_verb 浪_noun	A1.9 A1.1.1 O2 B1
碎杏仁_pnoun 制成_verb 的_part 饼_noun	F1
碎石_noun 构成_verb	W3 X3.2
碑文式_adj 的_part 诗_noun	Q1.2
碗碟_noun 储藏室_noun	H2/F1
碗碟_noun 洗涤处_noun	H2/F1
碟子状_noun 的_part 东西_noun	O2
碰运气_noun 去做_verb	M1 X8+ A15- Q2.2 I2.1
碱_noun 属_verb	O1
碱质_noun 平原_noun	O1
碱质_pnoun 平原_noun 居民_noun	O1
碳水_noun 化合物_noun	O1
碳酸化_noun 作用_noun	F2
磁器_noun 制品_noun	O1.1 O2
磅秤_noun 的_part 指针_noun	B1 F1 B5 O2% Q2.1
磊磊落_noun 落地_verb	G2.2+
磋商_noun 买卖_noun	I1.3- Q2.2
磨_verb 剃刀_noun 用_verb 的_part 皮带_noun	O2 E3-
磨_verb 的_part 上段_noun	O2/F1 O2/O4.5 A1.1.1/S2mf
磨亮_noun 用_verb 涂料_noun	T2- A1.5.1/N5.1+ A1.1.1 X9.2- O4.1
磨亮_noun 的_part 人_noun	B4
磨光_verb 发亮_verb	A5.1+/A2.1
磨成_verb 粉状_adj	B4 O4.5
示威_noun 运动_noun	S1.1.1 K5.1 S1.2.5+/A2.1
礼拜_noun 仪式_noun	S9
礼拜堂_noun 牧师_noun	S9/S2mf
礼貌_noun 合宜_verb	G2.2+
社交_noun 名流_noun	S1.1.1/S2mf
社交_noun 性的_noun	S1.1.1 I1.1/G1.1
社会_noun 上_loc 的_part 寄生虫_noun	O1.1
社会_noun 主义者_noun	G1.2 G1.2/S2mf
社会_noun 地位_noun	A5.1 A5.1+ O4.1
社会_noun 地位_noun 低下_verb	A5.1-
社会_noun 地位_noun 高的人_noun	A11.1+ S7.1+ S7.1+/S2mf
社会_noun 学的_noun	S1.1.1
社会_noun 思潮_noun	G2.2
社会_noun 生态学_noun	W5
社会_noun 的_part 人缘_noun	H2 S1.1.1 Q4.3 S1.1.3+ T3-
社会_noun 的_part 反应_noun	O4.2+ Z3
社会_noun 的_part 地位_noun	A2.2
社会_noun 的_part 没落者_noun	A1.4- X7- A1.4-/S2mf
社会_noun 的_part 评论_noun	I3.2 A5.1
社会_noun 福利_noun 主义_noun	G1.1/S8+
社会_noun 福利_noun 事业_noun	M7 Q2.2 I1.2
社会_noun 福利_noun 国家_noun 主义_noun	G1.1/S8+
社会_noun 组织_noun	G1.1 S7.1+ B3
社会_noun 经济_noun 学的_noun	S1.1.1/I2.1
社会_noun 语言学_noun	Q3/S1.1.1
社会_noun 黑暗界_noun	G2.1-c S9
社会主义_noun 性的_noun	S1.1.1 I1.1/G1.1
社会学_noun 上_loc	S1.1.1
社区_noun 内地_noun	S5+
社论_noun 撰写_verb 记者_noun	Q4/I3.2/S2mf Y2
祈使_noun 成为_verb	A7+ T1.3
祈祷_noun 时刻_noun	T1.3
祈祷者_noun 文_noun	S9/Q2.2 A7+
祖_noun 祖宗_noun 宗的_verb	S4/T1.1.1 N4
祖先_noun 传下_verb	S4/T1.1.1 N4
祖父_noun 或_conj 祖母_noun	S4mf
祝_verb 杯_noun	B2 X9.2
祝贺_verb 之词_noun	Q2.2/S1.2.4+ E1 X3
神_noun 和_conj 被_mark 崇拜_verb 物_noun	B1
神_noun 所在_verb 之地_noun	S9/H1 B1
神_noun 的_part 度_noun	G1.1 M7/S7.1+ A4.1/L2
神_noun 的_part 愤怒_noun	E3-
神_noun 的_part 眷顾_noun	A1.4 Z2
神_noun 的_part 食物_noun	F1 F1/S9 E2+
神仙_noun 美女_noun	S9 L2
神圣_verb 罗马_pnoun 帝国_noun 时代_noun 有权_verb 选举_noun 皇帝_noun 的_part 诸侯_noun	G1.2/X7+/S2mf
神学_noun 上_loc	S9
神学_noun 研究所_noun	S9/P1c
神学校_noun 学生_noun	S9/S2mf
神志_noun 昏迷_verb	B2-/S1.2.6- E4.1++
神志_noun 清醒_verb	X2.2+ X5.1+ X7+ B1
神意_noun 的_part 传达_noun	Q2.2/T1.1.3/S9 X2.6+
神授_noun 的_part 能力_noun	S1.2
神智_noun 健全_verb	S1.2.6+ B2+/X1 X1/B2+
神智_noun 清楚地_noun	S1.2.6+ B2+/X1
神权_noun 政治_noun	S9
神灵_noun 的_part 感召_noun	S8+ B1
神秘_adj 仪式_noun	X2.2- X2.5- A6.2-
神秘_adj 家_noun	S9 S9/S2mf
神秘_verb 的_part 记号_noun	Q3
神秘_verb 的_part 魅力_noun	A6.2-
神精_verb 死亡_verb	L1- T2- O2
神经_noun 不_adv 正常_verb	K5.1/O2 L2mfn S2.1/T3+f S2.1f/T3+
神经_noun 传递_verb 介质_noun	B1
神经_noun 学者_noun	B3/S2mf
神经_noun 核_noun	B1 O1 A11.1+
神经_noun 生理学_noun	Y1/B1
神经_noun 衰弱症_noun	B2-
神经_noun 质地_noun	E6-
神经_noun 质的_verb	E2- B2- E6- S1.2.4+ S1.2.5-/S2mf
神经_noun 过敏_verb	E6-
神经_noun 麻木_verb	E1-
神经学_noun 上_loc	B3 B1
神经科_noun 专门_adv 医师_noun	B3/S2mf
神职_noun 授与权_noun	B5
神职_noun 授任_noun	S9
神职_noun 推荐_verb 权_noun	F2 S7.4-
神话_noun 中的_verb	A5.1+++ A6.2-
神话_noun 学_verb	S9/Q2.2 A5.2-/Q2.2
神话_noun 学的_noun	S9/Q2.2
神话_noun 故事_noun 般的_verb	S9 A5.4-
神话_noun 的_part 众神_noun	L1+/T2+++
神话_noun 集_verb	S9/Q2.2 A5.2-/Q2.2
神速_noun 的_part 技艺_noun	A1.1.1
票友_noun 戏_noun	I3.2- I3.2-/S2mf
票据_noun 交换_verb	L3 M2 A7+ A10+ I1.1 B4 O4.1
票据_noun 交换_verb 额_noun	L3 M2 A7+ A10+ I1.1 B4 O4.1
票面_noun 价格_noun	A6.1+
祭司_noun 长的_verb	S9
祷告_verb 文式_noun	S9
禁_verb 治_verb 产_verb 者_noun	A1.3- S1.2
禁书_noun 目录_noun	Q4.1 N2 Q1.1 I1.3
禁欲_noun 主义者_noun	E4.1- S9 E6+ S9@
禁止_verb 入内_verb	S7.4-
禁止_verb 出入_verb 港口_noun	S7.4-
禁止_verb 反言_noun	G2.1
禁止_verb 发售_verb 删除_verb	S7.4- A10-
禁止_verb 命令_noun	G2.1
禁止_verb 进入_verb	A1.7+ O2
禁止_verb 通信_noun	Q2.1-
禁酒_noun 主义者_noun	F2/S2mf
福音_noun 主义_noun	S9
福音_noun 传道_noun	S9
福音_noun 传道者_noun	S9/S2mf
福音_noun 传道者_noun 的_part 工作_noun	S9
离奇_verb 有趣_verb	A6.2-
离开_verb 中心_noun	A6.2-
离开_verb 原位_adj	A2.1+ M2
离开_verb 地_noun	A6.1-
离群_noun 而_adv 狂暴_verb 的_part 象_noun	G2.2-/S2mf S5-
私下_adv 地_part	S9/S7.1+/S2.2m
私人_verb 地_part	A10-
私制_noun 明信片_noun	Q1.2
私卖_verb 酒_noun	G2.1-
私室_noun 用的_verb	A10- H5 G1.1
私家_adj 侦探_noun	X3.4/S2mf
秋海棠_adv 属_verb 的_part 植物_noun	L3
种_verb 名_noun	S9 I1
种_verb 属_verb	A4.1/L2 F4 L2
种_verb 目_noun	O2 Q4 X4.1 Z4
种在_noun 花盆_noun 里_loc	F4 K5.2 L1- O2 O1.1 I1.1 F3
种子_noun 似的_adv 东西_noun	F4 K5.1 L3 T2+ K5.1/S2mf
种子_noun 选手_noun	F4 K5.1 L3 T2+ K5.1/S2mf
种族_noun 中心_noun 地_noun	M7
种族_noun 主义_noun	S5+ S5+/Z2
种族_noun 主义者_noun	S5+ S5+/S2mf S5+/Z2 S5+/Z2/S2mf
种族_noun 清洗_verb	L1-/S5+
种族_noun 灭绝_noun	L1-/S5+
种族_noun 的_part 一_num 员_noun	S5+/S2.2m
种族_noun 隔离_noun	A6.1- G1.2 G2.1
种植_verb 的_part 人_noun	O2/F4 F4/S2mf
种种_adj 颜色_noun	W2/W4 O4.3
种类_noun 之物_noun	A4.1 A1.1.1 Y2 S1.2
种类_noun 的_part 概念_noun	A4.1c L2c
种苗_noun 园_noun	P1/H1c F4 H2
科_noun 罚金_noun	G2.1 I1.3 K5.1
科学_noun 上_loc	Y1
科学_noun 工作者_noun	Y1/S2mf
科学_noun 技术_noun	X7+ G3 S9 S9/H1
秘书处_noun 官员_noun	I3.2/S2mf S7.1+/S2mf
秘密_adj 会议_noun	S1.1.3+/A10- S9
秘密_adj 协议_noun	M8 S5+ S5+c
秘密_adj 情报_noun	M6 G2.1@ Z5
秘密_adj 消息_noun	M2 I1 N5.1- M7/O4.2- Q2.2
秘密_adj 行动_noun	A10-
秘密_adv 从事_verb	A10-
秘密_adv 制造_verb	O4.4 G2.1-
秘密_adv 策略_noun	I4 G3 I4/H1c N5+ Z8
秘密_noun 装置_noun	Q1.1/I2.2
秘藏_verb 心中_noun	B1
租_verb 房屋_noun	H1
租_verb 船_noun 费_verb	M2
租地_noun 契约_noun 期间_noun	I2.2
租用_verb 货船_noun	M2
租用_verb 马车_noun	A1.2+ A1.5.2 O2
租税_noun 承包人_noun	F4/S2mf
租赁_noun 契约_noun	I2.2
秧鸡_noun 的_part 一_num 种_msr	S7.1+/S2.2m
秩序_noun 井然_verb	A6.2+ N6+ O4.1 I3.1 T2++ A13.3 N6+/S2mf G3/S2mf O4.2+ G2.2+
秩序_noun 井然_verb 的_part 配置_noun	I2.1 I1.3-
积习_noun 难改_verb	A2.1-
积压_verb 的_part 事务_noun	N5+
积压_verb 起来_verb	N5+
积年_noun 累月_noun	T3 T3++
积极_verb 的_part 推销员_noun	M2/S2mf
称呼_verb 姓_verb	Q2.2
称心如意_verb 地_noun	N5-/A2.1 O4.6-/A2.1
移_verb 有利_verb 的_part 位_noun	A2.1+ T2+ A5.1+/A2.1 N3.2+/A2.1 H1 A9+ C1
移入_verb 其他_det 容器_noun	F2
移入_verb 选民_noun	M7/S7.1+/S2mf
移动_verb 性的_noun	M1 M3
移动_verb 桥_noun	E4.1+
移动_verb 的_part 人_noun	M1/S2mf Q2.2/S2mf
移动_verb 镜头_noun	M2 T1.3
移动式_adj 摆_verb 粮_noun 台_noun	M3fn
移动式_adj 起重机_noun	O2
移去_verb 覆盖物_noun	A10+
移向_verb 旁处_noun	M2 M1 S1.1.3- A2.1+
移居_verb 国外_noun	Z2/S2mf
移往_verb 新居_noun	H4/A2.1
移情_noun 作用_noun	X2.5+/E1 S1.2.1+
移栖_adj 动物_noun	M1 M1/S2mf
移栖_noun 群体_noun	M1
移植_verb 泥刀_noun	O2
移送_verb 国外_noun	M2 T2- I2.2/I1.3- S3.1- Y2 M7/O4.2- N5 Y2%
稀_verb 微_verb	O4.6- S1.2.1- O4.2+ E6+ O4.6-/A2.1 X5.2-/A2.1
稀疏_adj 落下_verb	B1 O2 W3 W4 X3.2
稀稀_noun 落落_verb	A1.1.1 N5
稀罕_adj 地_noun	N6-
稀薄_verb 物品_noun	N5-
程序_noun 上_loc	X4.2
程序_noun 单_noun	B5 Q1.2 O1.1 I1.1/O2/Q1.1 K5.2
程序_noun 框图_noun	Q1.2
程序_noun 设计_noun	Y2 P1 Q4.3
程序_noun 重调_noun	Y2/N6+
程度_noun 较_adv 大_verb	Z3c
稍为_adv 减低_verb 价格_noun	A10- O4.3 N5- H5
稍为_adv 精神_noun 不_adv 正常_verb	E1 X3.3 M6 Q2.2 E2- A9+
稍带_adv 醉意_verb	F2++ E4.1+
稍微_adv 尝试_verb	F1
稍有_adv 不足_verb	N5-
稍有_adv 成功_verb	A1.7+ S7.1+ P1 G1.2/S2mf N5 A5.1
税务_noun 兼_conj 地方_noun 行政_noun 长官_noun	A9+/S2mf G1.1/S2mf
税务_noun 机关_noun	G1.1/I1 I1.1+ Z3c
稳_verb 而_conj 可_verb 靠的_verb	I1.1 I2.1 K5.2/I1
稳健_verb 的_part 人_noun	A1.7+ S7.1+ P1 G1.2/S2mf N5 A5.1
稳定_verb 行市_noun	G2.1 X4.2 A6.2+ S7.1+ Q3 Q1.2 X6+
稳静_verb 地_part	O4.5 X3.2- O4.3 O4.1 S1.2.5- A12+ X3.3 X3.1 E3+ A5.1+
稻草_noun 的_part 一_num 根_msr	L3 O2
穆罕默德_pnoun 信徒_noun	S9
穗状_noun 花序_noun	B5
究明_noun 真相_noun	N4 M6 B1 A5.1---
究竟_adv 什么_det 时候_noun	Z5
究竟_adv 在_verb 那里_pron	M6
究竟_adv 是_verb 谁_pron	Z8
究竟_adv 甚么_det	X2.1 Z8 Z5
穷_adj 少年_noun	Q4.1/S2.2m E5+/S2.2m E2+/S2.2m
穷_verb 极_adv 救济_verb	T2++ X8+
穷困_verb 状态_noun	I1.2
空_adj 琐事_noun	A11.1- Z6/Z8
空_adv 著_verb	H4- A1.5.1- X5.1- I3.1
空中_noun 小姐_noun	M5/S2.1f S2.1/S1.1.1f
空中_noun 滑行_noun	A1.1.1/O4.5 M1 M5fn O4.4 O2 L3
空中_noun 电气_noun	W1 Q4.3/X3.2
空中_noun 航线_noun	B1 M6/M5 M5/S5c
空中_noun 航行_noun	M1/M4 M1/M5
空位_noun 期间_noun	T1.3/G1.1
空出_verb 间隔_noun	M6 N4 Z5
空头_noun 支票_noun	K6 L2mfn
空对_verb 空的_verb	G3
空气_noun 动力学_noun	M5/P1
空气_noun 波动_verb	Q4.3
空气_noun 的_part 流通_noun	O2 A1.1.1 B3
空气_noun 般的_verb	M5 Q1.3
空气_noun 调节器_noun	M3/O2 S8- A1.1.2 G2.1-
空气_noun 过滤器_noun	B3 B1/S2mf
空洞_noun 无物_verb	S1.2.6-
空白_noun 期间_noun	T1.3/G1.1
空白_noun 表格_noun	N5--- G3 Q1.2 O4.1 X9.1- X2.2- X2.1- A1.9
空缺_noun 时期_noun	T1.3/P1- K1
空缺_verb 的_part 职位_noun	A1.1.1 T2+ O2 I3.1
空袭_noun 警报_noun	X2.2+/A15- X2.6+/A15- X5.1+ X2.2+
空调_noun 设备_noun	O4.6
空闲_noun 时间_noun	K1
空闲_verb 地_part	X5.2-
空降_noun 部队_noun	G3/S5+
穿_verb 外套_noun	B5 S7.1+
穿_verb 盔甲_noun	G3 O2
穿_verb 礼服_noun	B5 F1 B3 O4.1
穿上_verb 衣_noun	A1.1.1/A10- B5 O2
穿上_verb 裙子_noun	E3+ X3.2 O4.3
穿在_verb 脚_noun 的_part 东西_noun	B5
穿在_verb 身上_noun	X2.1 A5.4-/A8
穿孔_verb 的_part 人_noun	O2
穿法_noun 服_verb	B5
穿著_verb 的_part 样子_noun	A8
穿衣_verb 服_verb	X5.2+
突出_adj 部份_noun	B1
突出_verb 显示_verb	X5.1+
突出_verb 的_part 烛台_noun	S1.2.5+/A2.1 A10-
突击队_noun 的_part 先遣队_noun	S7.1+
突发_adj 事件_noun	G3 E2- N3.8+ N5+
突发_verb 而_part 惊人_verb 的_part 事物_noun	E5-
突变_verb 异种_noun	L2 L3
突然_adj 的_part 念头_noun	X7+
突然_adv 伸出_verb	F1 L3 N3.2+/A2.1
突然_adv 停止_verb	E2- A7- S8-
突然_adv 出现_verb	O4.2+ O4.3/N6 A10+ N3.8+ G2.1- Q4.3 O2
突然_adv 刺著_verb 一般_adj 痛_verb 起来_verb	E3- A1.1.1 X8+ B2-
突然_adv 动作_noun	M2 M1 S1.2.6-/S2mf
突然_adv 发生_verb	F4 A1.1.1 N5 K5.1/O2 L2
突然_adv 发生_verb 的_part 声音_noun	W3 W4
突然_adv 变强_verb	N5+/A2.1
突然_adv 哭_verb 起来_verb	E4.1-
突然_adv 地_part	E3- M2 G2.1 S7.1+ O4.4 A10+ X9.1+ N3.8+ O4.2 O4.4/A2.1+ X7+
突然_adv 抓住_verb	A9+ X9.2+/G3 S7.1+
突然_adv 提出_verb	M1 A2.2 Q2.1 G2.1-@ T1.3% O2 T1.3 W3/M4
突然_adv 放出_verb	I3.1/S2.2m
突然_adv 来袭_verb	M3 N3.8++
突然_adv 现身_verb	G2.1 S7.1+
突然_adv 的_part 剧痛_verb	M1
突然_adv 的_part 发病_verb	E3- G3 B2- A1.1.2 Q2.2
突然_adv 离去_verb	M1
突然_adv 移动_verb	G2.1 S7.1+
突然_adv 袭击_verb	M1 A9+
突然_adv 跳开_verb	M1 N5+/A2.1 A1.9 A2.1+
突然_adv 转变_verb	N3.8+ S1.2.1-
突然_adv 降临_verb	N3.8++
突然_adv 飞起_verb	G3 Y1/W1fn Q2.2 F1 L3 N5+/A2.1
突然_adv 骇怕_verb	E5-
突破性_adj 进展_noun	X9.2+
突起_verb 的_part 一_num 阵_msr 暴风_noun	A5.1- A1.1.2
窗_noun 间壁_noun	M4/H1
窗玻璃_noun 等_part	H1/S2mf
立_verb 契约_noun	Q1.1 A6.2+ X4.1 Q1.2 O4.1 S9 B2 M2 K2 G2.1 I3.1 Q2.2
立_verb 契约_noun 的_part 人_noun	I2.1/S2mf
立_verb 宪_noun	G1.1 M1
立_verb 证据_noun	Q2.2/A5.2+ A10+/A5.2+
立_verb 遗嘱_noun 赠与_verb	T1.1.3 X7+ G2.1/Q1.2
立为_verb 女王_noun	S7.1+/S2.1f S3.2/S2.2m K5.2
立为_verb 嫡嗣_noun	G2.2+
立体_adj 照相_noun	Y2
立刻_adv 地_part	N3.8+
立即_adv 可_verb 冲_verb 食_verb	T1.1.2 T1.2
立即_adv 地_part	N3.8+ T1.1.2/A11.1+ N4 N3.8+++ Z5/N3.8+
立即_adv 溶解_verb	T1.1.2 T1.2
立即回_noun 电报_noun	O3
立契_noun 出让_verb	A1.1.1 G2.1/Q1.2
立志_verb 要_verb	X7+ M6
立方_noun 的_part 东西_noun	O4.4
立法_noun 机关_noun	G1.1c
立誓_verb 要_verb	Q2.2 X6+ S9
立身_noun 成名_verb 的_part 手段_noun	B5/A1.1.2 O2 S7.1 B5
立陶宛_pnoun 人_noun	Z2 Z2/S2mf
立陶宛_pnoun 语_noun	Z2 Z2/S2mf
竖_noun 抗_verb	O2 H2 N5 Q3%
竖_noun 沟_noun	M1 X7+ X2.4
竖_noun 钢琴_noun	O4.4 S7.1
竖立桅_pnoun 座上_noun	M1 S1.1.3+ T1.2 H5 O2 A2.1+ A1.1.1 K1@ K5.1@
站在_verb 的_part 侧面_noun	G3 N1 M6
站在_verb 的_part 前头_noun	B1 S7.1+/S2mf P1/S2mf X1 M6 A4.1 S2mf F2 H5/M4% S7.1+ K5.1 M1 N5 A2.1+ A11.1+ Q1.2 T1.1.3
站在_verb 讲坛_noun 上_loc	M3/M7 M4/H1 H5 X7+ Y2
站票_noun 席_noun 的_part 观众_noun	B1
竞争_noun 对手_noun	S7.3 S7.3+/S2mf
竞赛_noun 联盟_noun	S5+c K5.1/S5+c S7.3+ N3.3%
竞选_noun 活动_noun	G1.2/X7 X7+/Q2.2 I2.2/Q2.2 G1.2/Q2.2 G3
童子军_noun 的_part 活动_noun	X2.4 K1/S5+
童话_noun 中_loc 的_part 主角_noun	Z1m/K4 Z3c
端_noun 枪_noun	M4/M7 F2
端_noun 点_verb 接触_noun	T2-
端_noun 缘_noun	B1 O2 S1.2.4-
竹_pnoun 刷子_noun	M2 A1.1.1
笑著_noun 使_verb	E4.1+/X3.2
笔直_verb 状态_noun	M6/O2 O4.4 G2.2+
笔直_verb 的_part 东西_noun	M6/O2 O4.4 G2.2+
笔直_verb 飞_verb 上去_verb	H1 N3.7+
符合_verb 修辞_noun 学的_noun	A11.2+
符合_verb 语法_noun 规则_noun	Q3
符合_verb 资格_noun	A1.2+ I3.2+/P1 X9.2+/K5 A1.7+ S1.2.5-/A2.1 Q2.2 Q3
笨_adj 工匠_noun	B5/S2mf F1
笨拙_adj 演员_noun	F1 S2/E2+mf K4/S2mf
笨拙_verb 的_part 人_noun	B5 X3.4
笨拙_verb 的_part 使用_noun	L2 B1@ L2/A1.1.1
笨拙_verb 的_part 处理_noun	A1.1.1/X9.2- Q2.2/A10-
笨拙_verb 的_part 工人_noun	A2.1+ I2.2/S2.2mf
笨拙地_adv 处理_verb	A1.1.1/X9.2- Q2.2/A10-
笨拙地_noun 玩弄_verb	A2.1+ I2.2/S2.2mf
笨重_verb 地_part 摔_verb	X9.2- A5.1-
笨重_verb 难看_verb 的_part 船_noun	S9
第_noun 期_noun	K5.1/H1
第一_num 个_msr 字母_noun	A5.1- B2-
第一_num 事物_noun	A11.1+ P1 G1.2 B2-
第一_num 手_noun	A5.4+ N4
第一_num 次_msr	N4 P1@
第一_num 次_msr 考试_noun	A1.7+ S7.1+ P1
第一_num 流_noun	L3
第一_num 流的_noun	A1.1.1 A11.1+++ A5.1+ E3- E3-/S2mf S1.2.6-/S2mf S8+ X9.2+/S7.3/S2mf S8+/S2mf
第一_num 线_msr	G3 A11.1+
第七_num 次_msr	N1
第三_num 人_noun 称_verb 单数_adj	Z8
第三_num 季_noun	N1 N5 T1.3
第三_num 方_noun	S1.1.3-/S2mf
第三_num 次_msr	N4 N5 N1
第九_num 个_msr	N1
第九_num 度_msr 音程_noun	N1
第二_num 夫人_noun 以下_loc 之妻_noun	S3.2+/S2.1f
第二_num 好的_verb	A5.1-
第二_num 次_msr	N4 P1 F1 O2/T3+ S8+/S2mf S8+
第二_num 脊椎骨_noun	M1 W3
第二_num 颈椎_noun	M1 W3
第五_num 度_msr	N1
第五_num 日_msr	N1
第六_num 学年_noun	N1
第六_num 感_noun	X9.1+
第十_num 号的_noun	M2 A2.2 Q2.2 A1.1.1 X2.5-
第十_num 音_noun	M2 A2.2 Q2.2 A1.1.1 X2.5-
第十九_num 个_msr	N4
第十二_num 号的_noun	N4 N1
第十二_num 音_noun	N4 N1
第四_num 号_noun	N4
第四_num 号的_noun	N4
第四_num 度_msr 音程_noun	N4
笼罩_verb 著_part 雾_noun	W4 A7-
等到_prep 已经_adv	M6 Z5
等待_verb 分配_noun 救济_verb 食物_noun 的_part 队伍_noun	I1.2
筋肉_noun 横生_noun	O4.2 O4.5
筑_verb 堤防_noun	I1.1 X2.6+ M1 I1/H1 I1.1/I2.1c W3/M4 A9+/H1 O2 M6
筑_verb 要塞_noun	G3/H1c
筑墙_noun 堵塞_verb	H2 O2 N5+ S8-
筑设_noun 材料_noun	H1 O4.1/M3
筑起_verb 垄来_verb	W3 O4.4
策画_verb 阴谋_noun	G2.1- G2.2- X4.1 M7 X7+ Q1.2/N2
筛_verb 下来_verb	A1.1.1 X2.4
筛选_verb 制板_noun	A10- Q4.3 X2.4 B3
筹划_verb 计谋_noun	A2.1+ S5+c T1.3/I3.1 M2 M1 I2.2
筹募_verb 基金_noun 活动_noun	I1.1/A9+
筹募化_verb 修_verb 会_verb 的_part 会士_noun	S9
筹措_verb 资金_noun	I1
筹集_verb 的_part 资金_noun	I1
筹集_verb 的_part 钱_noun	I1.1
签名_noun 以_prep 表示_verb 同意_verb	X2.1/A6.1+ Q4.2/I2.2 A9-/I1 I2.2/I1
签名_noun 承担_verb	I2.1 A7+
签名_noun 承诺_verb	Q4.2/I2.2 A9-/I1 I2.2/I1
签名_noun 盖章_noun	L1- A1.1.1 C1
签名_noun 认捐_noun	X2.1/A6.1+ Q4.2/I2.2 A9-/I1 I2.2/I1
签字_verb 盖章_noun	Q1.1 A6.2+ X4.1 Q1.2 O4.1 S9 B2 M2 K2 G2.1 I3.1
简便_noun 饮食店_noun	F1/H1c
简便_verb 卧床_verb	H5
简便_verb 厨房_noun	F1/H2
简单_verb 叙述_verb	A10+ M6 Q1.1/M3
简洁_verb 陈述_verb	G1.1/X7 Y1 N2
简略_adv 化_verb	N3.8+ Q2.1
简直_adv 没有_verb	A13.7 N3.2- T3- N3.7- N3.3- T1.3- A11.1- N5-
简陋_verb 的_part 小床_noun	O2
算在_verb 帐内_noun	A1.8+
算数_verb 的_part 问题_noun	N2 N5 N5.1+
算术_noun 上_loc	N2
算术_noun 课本_noun	N2
管_noun 组织_noun	O2
管_verb 伙食_noun 的_part 人_noun	M5 M4 S1.1.1 M5/I3.2/S2mf M4/I3.2/S2mf M3/I3.2/S2mf S7.1+/S2mf
管家_noun 职务_noun	S7.1+c
管弦_adj 乐团_noun	K2/S5c K2/H2
管弦_adj 乐团_noun 席_noun	K2/S5c K2/H2
管弦_adj 乐的_noun	K2
管弦乐_noun 作曲法_noun	K2
管弦乐_noun 用_verb 的_part 小组_noun 曲_noun 的_part 一_num 种_msr	K2
管弦乐_noun 编曲_noun	K2
管状_noun 部份_noun	O2 B1 O4.4 M3c O3
